Ulica,Nr,Obiekt,Nr_rej_zabytków
PARTYZANTÓW,7,synagoga,1142
PARTYZANTÓW,11B,dom,
PARTYZANTÓW,13B,dom,
PARTYZANTÓW,13C,dom,
PARTYZANTÓW,15,dom,
PARTYZANTÓW,17A,dom,
PARTYZANTÓW,17B,dom,
PARTYZANTÓW,19,dom,
PARTYZANTÓW,20,dom,
PARTYZANTÓW,21,dom,
PARTYZANTÓW,25,dom,
PARTYZANTÓW,28B,dom,
PARTYZANTÓW,28C,dom,
PARTYZANTÓW,29,dom,
PARTYZANTÓW,33,dom,
PARTYZANTÓW,36A,dom,
PARTYZANTÓW,36B,dom,
PARTYZANTÓW,36C,dom,
PARTYZANTÓW,38,dom,
PARTYZANTÓW,43,dom,
PARTYZANTÓW,49B,dom,
PARTYZANTÓW,51,dom,
PARTYZANTÓW,52,dom,
PARTYZANTÓW,53,dom,
PARTYZANTÓW,54,dom,
PARTYZANTÓW,55,dom,
PARTYZANTÓW,56/58,dom,
PARTYZANTÓW,57,dom,
PARTYZANTÓW,58 B,dom,
PARTYZANTÓW,59,dom,
PARTYZANTÓW,60 A,dom,
PARTYZANTÓW,60 B,dom,
PARTYZANTÓW,62,dom,
PARTYZANTÓW,68,dom,
PASKA Jana Chryzostoma   ,1/2/3/4/5,dom,
PASKA Jana Chryzostoma   ,6/7/8/9,dom,
PASTORIUSZA Joachima,1,dom w zespole,
PASTORIUSZA Joachima,2,dom w zespole,
PASTORIUSZA Joachima,3,dom w zespole,
PASTORIUSZA Joachima,4,dom w zespole,
PASTORIUSZA Joachima,5,dom w zespole,
PASTORIUSZA Joachima,6,dom w zespole,
PASTORIUSZA Joachima,7,dom w zespole,
PAWŁOWSKIEGO Stanisława,1A,dom,
PAWŁOWSKIEGO Stanisława,2,dom,
PAWŁOWSKIEGO Stanisława,3,dom,
PAWŁOWSKIEGO Stanisława,4,dom,
PAWŁOWSKIEGO Stanisława,5,dom,
PELPLIŃSKA,1,dom,
PELPLIŃSKA,2,dom,
PELPLIŃSKA,3,dom,
PELPLIŃSKA,4,dom,
PELPLIŃSKA,4,dom,
PELPLIŃSKA,5,dom,
PELPLIŃSKA,6,dom,
PESTALOZZIEGO Jana,1-5,dom,
PESTALOZZIEGO Jana,2-18,dom,
PESTALOZZIEGO Jana,7/9/11/13,zespół budynków szkoły,
PESTALOZZIEGO Jana,15-19,dom,
PESTALOZZIEGO Jana,24-36,dom,
PIASTOWSKA,3,dom,
PIASTOWSKA,04,dom,
PIASTOWSKA,5,dom,
PIASTOWSKA,06,dom,
PIASTOWSKA,07,dom,
PIASTOWSKA,8,dom,
PIASTOWSKA,15A,dom,
PIASTOWSKA,20,dom,
PIASTOWSKA,22,dom,
PIASTOWSKA,23,dom,
PIASTOWSKA,24,dom,
PIASTOWSKA,25,dom,
PIASTOWSKA,26,dom,
PIASTOWSKA,28,dom,
PIASTOWSKA,29,d. magazyn,
PIASTOWSKA,31,warsztat,
PIASTOWSKA,33,dom,
PIASTOWSKA,34,dom,
PIASTOWSKA,36,dom,
PIASTOWSKA,38,dom,
PIASTOWSKA,40,dom,
PIASTOWSKA,40k.,dom,
PIASTOWSKA,44,dom,
PIASTOWSKA,46,dom,
PIASTOWSKA,48,dom,
PIESZA ,1 B,dom,
PIECEWSKA,27,zespół dworsko- pałacowy(dwór park altana),1015
PILECKIEGO Szczepana,3,dom,
PILECKIEGO Szczepana,4,dom,
PILECKIEGO Szczepana,6,wiadukt,
PILECKIEGO Szczepana,7,willa z działką,1873
PILECKIEGO Szczepana,8,dom,
PIRAMOWICZA Grzegorza,1/2,budynek szkoły Conradinum z fragmentem ogrodzenia,1700
PIRAMOWICZA Grzegorza,1/2,bursa szkolna,1700
PIRAMOWICZA Grzegorza,1/2,sala gimnastyczna,1700
PIRAMOWICZA Grzegorza,1/2,sanitariaty,1700
PIRAMOWICZA Grzegorza,3,dom,
PIWNA,1 (1/2),kamienica, tzw..Dom Schlütera, ob..Dom Rzemiosła ,424
PIWNA,3 (3/4),kamienica,
PIWNA,4 (3/4),kamienica,
PIWNA,5 (5/6),kamienica,
PIWNA,6 (5/6),kamienica,
PIWNA,7 (7/8),kamienica,
PIWNA,8 (7/8),kamienica,
PIWNA,9 (9/10),kamienica,
PIWNA,10 (9/10),kamienica,
PIWNA,11 (11/12),kamienica,
PIWNA,12 (11/12),kamienica,742
PIWNA,13,kamienica,
PIWNA,14 (14/15),kamienica,
PIWNA,15 (14/15),kamienica,743
PIWNA,16,kamienica. ,744
PIWNA,17 (17/18),kamienica,
PIWNA,18 (17/18),kamienica,
PIWNA,19 (19/21),kamienica,
PIWNA,20 (19/21),kamienica,
PIWNA,21 (19/21),kamienica,
PIWNA,22 (22/23),kamienica,745
PIWNA,23 (22/23),kamienica,
PIWNA,23 (22/23),kamienica,
PIWNA,24,kamienica,
PIWNA,25 (25/26),kamienica,
PIWNA,26 (25/26),kamienica,
PIWNA,27 (27/29),kamienica,
PIWNA,27 (27/29) ,kamienica,
PIWNA,30 (28/31),kamienica,
PIWNA,31 (28/31),kamienica,
PIWNA,29 (28/31),kamienica,
PIWNA,15 (28/31),kamienica,
PIWNA,14 (28/31),kamienica,
PIWNA,28 (28/31),kamienica,
PIWNA,33 (32/35),kamienica,
PIWNA,34 (32/35),kamienica,
PIWNA,35 (32/35),kamienica,
PIWNA,35 (32/35),kamienica,
PIWNA,36 (36/39),kamienica,
PIWNA,37 (36/39),kamienica,
PIWNA,38 (36/39),kamienica,
PIWNA,39 (36/39),kamienica,
PIWNA,47,kamienica,
PIWNA,47,kamienica,
PIWNA,48 (48/49),kamienica,
PIWNA,49 (48/49),kamienica,
PIWNA,50 (50/51),kamienica,
PIWNA,51 (50/51),kamienica,746
PIWNA,52 (52/53),kamienica,747
PIWNA,53 (52/53),kamienica,
PIWNA,54 (54/55),kamienica,748
PIWNA,55 (54/55),kamienica,749
PIWNA,56 (56/57),kamienica,
PIWNA,57 (56/57) ,kamienica,750
PIWNA,58,kamienica,
PIWNA,59 (59/60),kamienica,751
PIWNA,60 (59/60),kamienica,752
PIWNA,61 (61/63),kamienica,753
PIWNA,62 (61/63,kamienica,
PIWNA,63 (61/63),kamienica,754
PIWNA,64 (64/65),kamienica,755
PIWNA,65 (64/65),kamienica,
PIWNA,66,kamienica,756
PIWNA,67 (67/68),kamienica,
PIWNA,68 (67/68),kamienica,
PLAC DOMINIKAŃSKI,1,Hala Targowa,1230
PLAC DWORCOWY,1,budynek dworca w Oliwie,
PLAC DWORCOWY,1 k.,magazyn,
PLAC DWORCOWY,bn,wiata,
PLAC DWORCOWY,bn,budynek I na peronie,
PLAC DWORCOWY,bn,budynek II na peronie,
PLAC DWORCOWY,bn,budynek toalet,
PLAC DWORCOWY,3,dom,
PLAC DWORCOWY,3,budynek gospodarczy,
PLAC GUSTKOWICZA ks. prałata Jana  ,1,dom,
PLAC GUSTKOWICZA ks. prałata Jana  ,2,dom,
PLAC GUSTKOWICZA ks. prałata Jana  ,3,dom,
PLAC GUSTKOWICZA ks. prałata Jana  ,4,dom,
PLAC GUSTKOWICZA ks. prałata Jana  ,5,dom,
PLAC GUSTKOWICZA ks. prałata Jana  ,11,dom,
PLAC GUSTKOWICZA ks. prałata Jana  ,12,dom,
PLAC KOMOROWSKIEGO ks. Bronisława,1 A/B/C,dom,
PLAC OBROŃCÓW POCZTY POLSKIEJ,1-2,budynek d. lazaretu, nastepnie Poczty Polskiej ,422
PLAC OBROŃCÓW POCZTY POLSKIEJ,,mur d. Domu Poprawy,
PLAC SOLIDARNOŚCI/ DOKI,,Plac Sollidarnosci z Pomnikiem Poległych Stoczniowców, murem, brama nr 2 Stoczni i tzw. sala BHP,1699
PLAC WAŁOWY,2,dom,
PLAC WAŁOWY,3,dom,
PLAC WAŁOWY,5,dom,
PLAC WAŁOWY,5 A,dom,
PLAC WAŁOWY,6,dom,
PLAC WAŁOWY,7,dom,
PLAC WAŁOWY,9,dom,
PLAC WAŁOWY,10,dom,
PLAC WAŁOWY,11,dom,
PLAC WAŁOWY,12 A,dom,
PLAC WAŁOWY,12 B,dom,
PLAC WAŁOWY,12 C,dom,
PLAC WAŁOWY,13,dom,
PLAC WAŁOWY,14,dom,
PLAC WAŁOWY,1,Zespół Małej Zbrojowni - obecnie ASP,432
PLAC WAŁOWY,15,Laboratorium forteczne - ob.. ASP,432
PLAC WAŁOWY,15 A,Dom Studencki ASP d. internat,
PLAC WYBICKIEGO gen. Józefa,2/4/6/8/10/12/14/16/18/20/22,zespół domów,
PLAC WYBICKIEGO gen. Józefa,1/3/5/7/9/11/13/15/17/19,zespół domów,
PLATER Emilli,2,budynek mieszkalny,
PLATER Emilli,7,budynek mieszkalny,
PLATER Emilli,9,budynek mieszkalny,
PLATER Emilli,11,budynek mieszkalny,
PLATER Emilli,13,budynek mieszkalny,
PLATER Emilli,15/15a/17/19/21/23/23a,budynek mieszkalny,
PLATER Emilli,25/25a/27/29/31/33/33a,budynek mieszkalny,
PLATER Emilli,35/35a,budynek mieszkalny,
PLATER Emilli,37,budynek mieszkalny,
PLEBANIA,7,budynek I plebanii  Bazyliki Mariackiej,124
PLEBANIA,8,budynek  II plebanii Bazyliki Mariackiej,124
PLEBANIA,9,budynek III plebanii Bazyliki MariackiejI ,124
PŁOŃSKA,4,dom,
PŁOŃSKA,24,dom,
PŁOWCE,1/3/5/7/9/11,budynek mieszkalny,
PŁOWCE,2/4/6/8/10/12,budynek mieszkalny,
PŁOWCE,13/15/17/19/21/23,budynek mieszkalny,
PŁOWCE,14/16/18/20/22/24,budynek mieszkalny,
PŁOWCE,25/27/29/31/33/35,budynek mieszkalny,
PŁOWCE,26/28/30/32/34/36,budynki,
PŁOWCE,37/39/41,budynki,
PŁOWCE,38/40/42/44/46/48,budynek mieszkalny,
PŁOWCE,58/60,budynek mieszkalny,
PNIEWSKIEGO Władysława,1,dom,
PNIEWSKIEGO Władysława,2,dom,
PNIEWSKIEGO Władysława,3,d. szkoła ob.. Przedsiebiorstwo Geode.-Kart.,
PNIEWSKIEGO Władysława,3A,d. szkoła ob.. Przedsiebiorstwo Geode.-Kart.,
PNIEWSKIEGO Władysława,3B,oficyna d. szkoły,
PNIEWSKIEGO Władysława,4,dom,
PNIEWSKIEGO Władysława,5,dom,
PNIEWSKIEGO Władysława,6,dom,
PNIEWSKIEGO Władysława,7,dom,
PNIEWSKIEGO Władysława,8,dom,
POBIEDZISKO,3,dom,
POBIEDZISKO,4,dom,
POBIEDZISKO,5,dom,
POBIEDZISKO,6,dom,
POBIEDZISKO,7,dom,
POBIEDZISKO,8,dom (kaplica metodystów?),
POBIEDZISKO,9,dom,
POBIEDZISKO,10,dom,
POBIEDZISKO,12 ,dom,
POBIEDZISKO,12 k.,dom,
POBIEDZISKO,18,dom,
POCZTOWA,1,dom,
POCZTY GDAŃSKIEJ,2,dom,
POCZTY GDAŃSKIEJ,3,dom,
POCZTY GDAŃSKIEJ,3 A,oficyna,
POCZTY GDAŃSKIEJ,4,dom,
POCZTY GDAŃSKIEJ,6,dom,
POCZTY GDAŃSKIEJ,7,willa ,
POCZTY GDAŃSKIEJ,8,dom,
POCZTY GDAŃSKIEJ,9,willa,
POD ZRĘBEM,03,dom,
POD ZRĘBEM,05 B,dom,
POD ZRĘBEM,06,dom,
POD ZRĘBEM,07,dom,
POD ZRĘBEM,08,dom,
POD ZRĘBEM,09,dom,
POD ZRĘBEM,16,dom,
PODHALAŃSKA,1,dom,
PODHALAŃSKA,4,dom,
PODHALAŃSKA,6,dom,
PODHALAŃSKA,7,dom,
PODHALAŃSKA,8,dom,
PODHALAŃSKA,10,dom,
PODHALAŃSKA,11,dom,
PODHALAŃSKA,13,dom,
PODHALAŃSKA,15 A,dom,
PODHALAŃSKA,15 B,budynek gospodarczy,
PODHALAŃSKA,15 C,budynek gospodarczy,
PODHALAŃSKA,15 D,budynek gospodarczy,
PODHALAŃSKA,16,dom,
PODHALAŃSKA,17,dom,
PODHALAŃSKA,18,dom,
PODHALAŃSKA,19,dom,
PODHALAŃSKA,20,dom,
PODHALAŃSKA,21,dom,
PODKRAMARSKA,5,kosciół p.w. Wniebowziecia NMP (Bazylika Mariacka),,124
PODLEŚNA,2,dom,
PODLEŚNA,3,dom,
PODLEŚNA,4,dom,
PODLEŚNA,5,dom,
PODLEŚNA,7,dom,
PODLEŚNA,9,dom,
PODLEŚNA,10,dom,
PODLEŚNA,11,dom,
PODLEŚNA,12,dom,
PODLEŚNA,13,dom,
PODLEŚNA,14,dom,
PODLEŚNA,15,dom,
PODLEŚNA,17,dom,
PODLEŚNA,18/20,willa,
PODLEŚNA,19,dom,
PODLEŚNA,21,dom,
PODLEŚNA,23,dom,
PODLEŚNA,24,dom,
PODLEŚNA,25,dom,
PODLEŚNA,26,dom,
PODLEŚNA,27,dom,
PODLEŚNA,28,dom,
PODMIEJSKA,8,dom,
PODMIEJSKA,11 A,dom,
PODMIEJSKA,11 B,budynek gospodarczy,
PODMIEJSKA,11 C,oficyna,
PODMIEJSKA,12,dom,
PODMIEJSKA,13,dom,
PODMIEJSKA,14,dom,
PODMIEJSKA,16,dom,
PODMIEJSKA,17,dom,
PODMIEJSKA,17 A,oficyna,
PODMIEJSKA,18,dom,
PODMIEJSKA,19,dom,
PODMIEJSKA,20 A,dom,
PODMŁYŃSKA,10/11,zespół domów karmelitów oraz brama z ogrodzeniem,774
PODMURZE,2 k.,budynek gospodarczy,
PODMURZE,2,mur,
PODSTOCZNA,2,dom,
PODSTOCZNA,3,dom,
PODSTOCZNA,4,dom,
PODSTOCZNA,5 k.,d. zbiornik gazowy,
PODSTOCZNA,10,dom,
PODSTOCZNA,11,dom,
PODWALE GRODZKIE,1,Zespół Dworca Głównego ( budynek główny, budynek kas kolei elektrycznych, przychodnia lekarska i hotel, poczta, magazyny, budynki socjalne),963
PODWALE STAROMIEJSKIE,81,kamienica,
PODWALE STAROMIEJSKIE,82,kamienica,
PODWALE STAROMIEJSKIE,96-97,kamienica,
POGODNA,10,dom,
POLA Wincentego,2,osiedle domków robotniczych Fundacji dr Abegga ,985
POLA Wincentego,3,osiedle domków robotniczych Fundacji dr Abegga ,985
POLA Wincentego,4,osiedle domków robotniczych Fundacji dr Abegga ,985
POLA Wincentego,5,osiedle domków robotniczych Fundacji dr Abegga ,985
POLA Wincentego,6,osiedle domków robotniczych Fundacji dr Abegga ,985
POLA Wincentego,7,osiedle domków robotniczych Fundacji dr Abegga ,985
POLA Wincentego,8,osiedle domków robotniczych Fundacji dr Abegga ,985
POLA Wincentego,9,osiedle domków robotniczych Fundacji dr Abegga ,985
POLA Wincentego,10,osiedle domków robotniczych Fundacji dr Abegga ,985
POLA Wincentego,13,osiedle domków robotniczych Fundacji dr Abegga ,985
POLA Wincentego,14,osiedle domków robotniczych Fundacji dr Abegga ,985
POLA Wincentego,15,osiedle domków robotniczych Fundacji dr Abegga ,985
POLA Wincentego,16,osiedle domków robotniczych Fundacji dr Abegga ,985
POLANKI,002,dom,
POLANKI,007 A,dom,
POLANKI,011,dom,
POLANKI,014,dom,
POLANKI,015,dom,
POLANKI,016,dom,
POLANKI,19,willa,
POLANKI,20,dom z ogrodzeniem,
POLANKI,21,dom,
POLANKI,22,dom,
POLANKI,23,dom,
POLANKI,24,dom,
POLANKI,25,dom,
POLANKI,26,dom,
POLANKI,28,dom,
POLANKI,29,dom,
POLANKI,32,dom,
POLANKI,036,dom,
POLANKI,036 A,budynek gospodarczy,
POLANKI,037,dom,
POLANKI,37A,oficyna,
POLANKI,049,dom,
POLANKI,051,dom,
POLANKI,054,dom,
POLANKI,056,dom,
POLANKI,057,dom,
POLANKI,058,dom d. gospoda, hotel,
POLANKI,59,dom,
POLANKI,60,dom,
POLANKI,61,dom,
POLANKI,62,dom,
POLANKI,68,dom,
POLANKI,69,dom,
POLANKI,70,dom,
POLANKI,71,dom,
POLANKI,73A,dom,
POLANKI,73B,dom,
POLANKI,117,zespół dworsko-parkowy: dwór V, budynek pn.  I pd.,park, ob.. Szpital Marynarki Wojennej ,715
POLANKI,119,dwór IV ,491
POLANKI,119,d. urzadzenia wodne,
POLANKI,119,piwniczka II,
POLANKI,119,piwniczka II,
POLANKI,119,pawilon parkowy,
POLANKI,119,taras sloneczny - loggia,
POLANKI,119,portiernia,
POLANKI,119,dom mieszkalny obsługi,
POLANKI,119,budynek sanatoryjny II,
POLANKI,119,budynek sanatoryjny I,
POLANKI,121 B,dom,
POLANKI,122,dwór III  (Schopenhauerów) ,16
POLANKI,,ogród z grotą widokową,16
POLANKI,,dom , budynek boczny,
POLANKI,124 ,zespół dworu II (Quellbrunn): dwór II, oficyna pn.-wsch. i oficyna pn.-zach., 2 budynki gospodarcze,  kaplica cmentarna, park,757
POLANKI,125,dwór I (Monbrillant),17
POLANKI,125,ogród z pawilonem ogrodowym,17
POLANKI,125,oficyna,
POLANKI,126 A,dom,
POLANKI,126 B,dom,
POLANKI,127,dom,
POLANKI,128,dom,
POLANKI,129,dom,
POLANKI,130,LO nr V,
POLANKI,130,budynek gospodarczy LO,
POLANKI,131,d. ewangelicki dom parafialny ob.. Zakon cystersów,
POLANKI,132,dom,
POLANKI,132 A,dom,
POLANKI,133,dom,
POLANKI,133 A,dom,
POLANKI,134,dom,
POLANKI,134 A,oficyna,
POLANKI,51,dom,
Polanki,107,dom,
Polanki,108,dom,
POLITECHNICZNA,2A,dom,
POLITECHNICZNA,3,dom,
POLITECHNICZNA,4,dom,
POLITECHNICZNA,9,dom,
POLITECHNICZNA,10,dom,
POLITECHNICZNA,12,dom,
POLITECHNICZNA,13,dom,
POLITECHNICZNA,15,dom,
POLITECHNICZNA,15A,dom,
POLITECHNICZNA,16,dom,
POLITECHNICZNA,16A,oficyna,
POLITECHNICZNA,17,dom,
POLITECHNICZNA,17A,oficyna,
POLNA,1,dom,
POLNA,2,dom,
POLNA,3,dom,
POLNA,4,dom,
POŁUDNIOWA,1,budynek mieszkalny,
POŁUDNIOWA,5,dom,
POMORSKA,b.nr,d. poczekalnia tramwajowa,
POMORSKA,03,dom,
POMORSKA,04,dom,
POMORSKA,06,dom,
POMORSKA,07,dom,
POMORSKA,10,dom,
POMORSKA,11,dom,
POMORSKA,12,dom,
POMORSKA,60,stacja pomp,
POMORSKA,68,zespół dworsko-parkowy: relikty Dworu Przymorze-piwnice średniowieczne, ,779
POMORSKA,94,d. młyn,
POMORSKA,94,dom w zespole młyna,
POPRZECZNA,2/4,dom,
POTOKOWA,12,dom,
POTOKOWA,15,dom,
POTOKOWA,22,dom,
POWALNA,8,dom,
PODWALE GRODZKIE,,Bastion św. Elzbiety,441
POWALNA,11,dom,
POWROŹNICZA,3,kamienica,772
POWROŹNICZA,10 (10/12),kamienica,
POWROŹNICZA,11 (10/12),kamienica,
POWROŹNICZA,12 (10/12),kamienica,
POWROŹNICZA,13 (13/15),kamienica,
POWROŹNICZA,14 (13/15),kamienica,
POWROŹNICZA,15 (13/15),kamienica,
POWROŹNICZA,16 (16/17),kamienica,
POWROŹNICZA,17 (16/17),kamienica,
POWROŹNICZA,18 (18/20),kamienica,
POWROŹNICZA,19 (18/20,kamienica,
POWROŹNICZA,20 (18/20,kamienica,
POWROŹNICZA,21 (21/22),kamienica,
POWROŹNICZA,22 (21/22),kamienica,
POWSTAŃCÓW WARSZAWSKICH,12/14/16,dom,
POWSTAŃCÓW WARSZAWSKICH,15,dom,
POWSTAŃCÓW WARSZAWSKICH,17,dom,
POWSTAŃCÓW WARSZAWSKICH,18/20/22,dom,
POWSTAŃCÓW WARSZAWSKICH,24/26/28,dom,
POWSTAŃCÓW WARSZAWSKICH,30/32/34,dom,
POWSTAŃCÓW WARSZAWSKICH,36/38/40,dom,
POWSTAŃCÓW WARSZAWSKICH,53,dom,
POWSTAŃCÓW WIELKOPOLSKICH,90,budynek stacji pomp,
POZNAŃSKA,16,dom,
POZNAŃSKA,18,dom,
POZNAŃSKA,20,dom,
POZNAŃSKA,22,dom,
POZNAŃSKA,24,dom,
POZNAŃSKA,26,dom,
POZNAŃSKA,28,dom,
POZNAŃSKA,30,dom,
POZNAŃSKA,32,dom,
POZNAŃSKA,34,dom,
POZNAŃSKA,25,dom,
POZNAŃSKA,15/17,dom,
POZNAŃSKA,19/21,dom,
POZNAŃSKA,23/25,dom,
POZNAŃSKA,27,dom,
POZNAŃSKA,29,dom,
POZNAŃSKA,31,dom,
POZNAŃSKA,33,dom,
PÓŁNOCNA,1,dom,
PÓŁNOCNA,2,dom,
PÓŁNOCNA,4,dom,
PÓŁNOCNA,5,dom,
PÓŁNOCNA,6,dom,
PÓŁNOCNA,7,dom,
PÓŁNOCNA,9,dom,
PÓŁNOCNA,11 A,dom,
PÓŁNOCNA,12,dom,
PÓŁNOCNA,14,dom,
PROFESORSKA,17,plebania kościoła p.w. św. Brygidy,
PROFESORSKA,17,d. zbrojownia ob. drugi budynek plebani,
PROMIENISTA,1,dom,
PROMIENISTA,3,dom,
PROMIENISTA,5,dom,
PROMIENISTA,5 A,dom,
PROMIENISTA,7,dom,
PROMIENISTA,7 A,dom,
PROMIENISTA,9,dom,
PRÓŻNA,2,dom,
PRÓŻNA,3/5,dom,
PRUSA Bolesława,1,dom,
PRUSA Bolesława,2,dom,
PRUSA Bolesława,3,dom,
PRUSA Bolesława,4,dom,
PRUSA Bolesława,5,dom,
PRUSA Bolesława,6,dom,
PRUSA Bolesława,7,dom,
PRUSA Bolesława,8,dom,
PRUSA Bolesława,9,dom,
PRUSA Bolesława,10,dom,
PRUSA Bolesława,11,dom,
PRUSA Bolesława,12,dom,
PRUSA Bolesława,13,dom,
PRUSA Bolesława,14,dom,
PRUSA Bolesława,15,dom,
PRUSA Bolesława,16,dom,
PRUSA Bolesława,17,dom,
PRUSA Bolesława,18,dom,
PRUSA Bolesława,19,dom,
PRUSA Bolesława,20,dom,
PRUSA Bolesława,21,dom,
PRUSA Bolesława,22,dom,
PRUSA Bolesława,23,dom,
PRUSA Bolesława,24,dom,
PRUSA Bolesława,25,dom,
PRUSA Bolesława,26,dom,
PRZEBIŚNIEGOWA,3,dom,
PRZEBIŚNIEGOWA,5,dom,
PRZEGALIŃSKA,20,dom,
PRZEGALIŃSKA,29,zespół zagrody w Sobieszewskiej Pastwie, 3 budynki,
PRZEGALIŃSKA,45,zespół zagrody w Sobieszewskiej Pastwie: drugi budynek,
PRZEGALIŃSKA,49 A,zespół zagrody bauera,
PRZEGALIŃSKA ,55/57,d. Sobieszewska Pastwa 4, zespół zagrody bauera :,191
PRZEGALIŃSKA,60,zespół śluzy komorowej w Przegalinie Płn na rzece Martwa Wisła,1645
PRZEGALIŃSKA,63,zespół zagrody: 2 budynki,
PRZEGALIŃSKA,65,dom,
PRZEGALIŃSKA,75,zespół zagrody: 2 budynki,
PRZEGALIŃSKA,81/83,d. Sobieszewska Pastwa 8, zagroda: budynek mieszkalny i gospodarczy ,190
PRZEGALIŃSKA,95,dom,
PRZEGALIŃSKA,119,dom,
PRZEGALIŃSKA,123,dom,
PRZEGALIŃSKA,129,zagroda 3 budynki,
PRZEGALIŃSKA,131,dom,
PRZEGALIŃSKA,135,dom,
PRZEGALIŃSKA,139,zagroda 2 budynki,
PRZEGALIŃSKA,143,zagroda,
PRZEGALIŃSKA,151,zagroda i 2 budynki,
PRZEGALIŃSKA,153,zagroda i 2 budynki,
PRZEGALIŃSKA,155,zagroda i 2 budynki,
PRZEGALIŃSKA,159,zagroda 4 budynki,
PRZEGALIŃSKA,161,dom,
PRZEGALIŃSKA,163 A,zagroda,
PRZEŁOM,1,dom-tzw Kommisionhaus,1659
PRZEŁOM,2,dom,
PRZEŁOM,3,dom,
PRZEŁOM,5,dom,
PRZEŁOM,5 k.,dom,
PRZEŁOM,11,dom,
PRZEŁOM,13,dom,
PRZEŁOM,15,dom,
PRZEŁOM,15,dom,
PRZEŁOM,15 A,dom,
PRZEŁOM,11-15 A,dom,
PRZEŁOM,12-14,dom,
PRZEMYSŁOWA,4,kapitanat portu,
PRZEMYSŁOWA,6 A,latarnia morska,1797
PRZEMYSŁOWA,26,Bateria Portowa[WOC],
PRZETOCZNA,1,dom,
PRZETOCZNA,1 A,dom,
PRZETOCZNA,1 B,dom,
PRZETOCZNA,5 A,dom,
PRZETOCZNA,5 B,dom,
PRZĘDZALNICZA,6r.,dom,
PRZY TORZE,1,dom,
PRZY TORZE,2,dom,
PRZY TORZE,3,dom,
PRZY TORZE,3A,oficyna,
PRZY TORZE,4,dom,
PRZY TORZE,5,dom,
PRZY TORZE,6,dom,
PRZY TORZE,7A,dom,
PRZY TORZE,7BC,budynek gosp.,
PRZY TORZE,7D,dom,
PRZY TORZE,8,dom,
PRZY TORZE,8A,budynek gosp.,
PRZY TORZE,8B,budynek gosp.,
PRZY TORZE,8C,budynek gosp.,
PRZY TORZE,8D,budynek gosp.,
PRZY TORZE,8E,budynek gosp.,
PRZY TORZE,9A,dom,
PRZY TORZE,9B,budynek gospodarczy,
PRZY TORZE,13,dom,
PRZY TORZE,14,dom,
PRZY TORZE,16,dom,
PRZY TORZE,16 pod,budynek gospodarczy,
PRZY TORZE,17,dom,
PRZY TORZE,17 pod,budynek gospodarczy,
PRZY TORZE,18,dom,
PRZY TORZE,19,dom,
PRZY TORZE,21,dom,
PRZY TORZE,21 pod,budynek gospodarczy,
PRZY TORZE,22,dom,
PRZY TORZE,22 pod,budynek gospodarczy,
PRZYBRZEŻNA,3B,dom,
PRZYBRZEŻNA,3C,budynek gospodarczy,
PRZYBRZEŻNA,11A,dom,
PRZYBRZEŻNA,12,dom,
PRZYBRZEŻNA,14,dom,
PRZYBRZEŻNA,14 pod,budynek gospodarczy,
PRZYBRZEŻNA,15,dom,
PRZYBRZEŻNA,16,dom,
PRZYBRZEŻNA,17,dom,
PRZYBRZEŻNA,19,dom,
PRZYBRZEŻNA,20,dom,
PRZYBRZEŻNA,22,dom,
PRZYBRZEŻNA,24,dom,
PRZYBRZEŻNA,25,dom,
PRZYBRZEŻNA,26c,dom,
PRZYBRZEŻNA,26e,budynek gospodarczy,
PRZYBRZEŻNA,26f,budynek gospodarczy,
PRZYBRZEŻNA,26f pod,budynek gospodarczy,
PRZYBRZEŻNA,28,dom,
PRZYJEMNA,1/3/5,dom,
PRZYJEMNA,7,dom,
PRZYOKOPOWA,1,dom,
PRZYOKOPOWA,2,dom,
PRZYOKOPOWA,3,dom,
PRZYOKOPOWA,4,dom,
PRZYOKOPOWA,5,dom,
PRZYOKOPOWA,7,dom,
PRZYOKOPOWA,8,dom,
PTASIA,2,dom,
PTASIA,4,dom,
PUŁASKIEGO Kazimierza,2,dom,
PUŁASKIEGO Kazimierza,3,dom,
PUŁASKIEGO Kazimierza,7,dom,
PUŁASKIEGO Kazimierza,8,dom,
PUŁASKIEGO Kazimierza,9,dom,
PUŁASKIEGO Kazimierza,10,dom,
PUŁASKIEGO Kazimierza,11,dom,
PUŁASKIEGO Kazimierza,12 A,dom,
PUŁASKIEGO Kazimierza,13,dom,
PUŁASKIEGO Kazimierza,14,dom,
PUŁASKIEGO Kazimierza,14 A,dom,
PUŁASKIEGO Kazimierza,16,dom,
PUŁASKIEGO Kazimierza,17,dom,
PUSZKINA Aleksandra,1,kolonia domów robotniczych Fundacji dr Abegga,961
PUSZKINA Aleksandra,2,kolonia domów robotniczych Fundacji dr Abegga,961
PUSZKINA Aleksandra,3,kolonia domów robotniczych Fundacji dr Abegga,961
PUSZKINA Aleksandra,4,kolonia domów robotniczych Fundacji dr Abegga,961
PUSZKINA Aleksandra,5,kolonia domów robotniczych Fundacji dr Abegga,961
PUSZKINA Aleksandra,6,kolonia domów robotniczych Fundacji dr Abegga,961
PUSZKINA Aleksandra,7,kolonia domów robotniczych Fundacji dr Abegga,961
